id,symbol,status,date,period,price_at_analysis,position_bias,directional_bias,entry_range,target_range,re_evaluation_level,briefing_notes,result_text,outcome,inactive_datetime
465,USD/CAD,Inactive,2022-06-02T13:31:16.583Z,Intermediate-Term (3-8 weeks),1.2643,Short,None,1.2712 - 1.2778,1.2574 - 1.2546,> 1.2824,The weekly cycle analysis suggests that the USD/CAD has likely formed an intermediate-term high. There is a mid-cycle corrective low due in early July. Weekly momentum remains positive. The daily cycle analysis suggests that the USD/CAD has had a minor cycle breakdown. The Slim Ribbon and Reversal Scout are negative. There are minor resistances above current levels. Targeting a move to the minor 100% Fib extension and the intermediate-term 78.6% Fib retracement. The next short-term low is due in end of June to early July. If USD/CAD closes above the minor 78.6% Fib retracement the trade idea would no longer be valid. Video will be posted by 9:45 AM ET.,USD/CAD is now trading in the target zone. This remains on our watch list to the short side.,Target Zone Reached (Early / Missed Entry),2022-06-02T17:50:25Z
464,CVS,Inactive,2022-05-31T13:27:16.200Z,Short-Term (1-3 weeks),98.01,Long,None,96.07 - 93.11,101.52 - 104.25,< 91.54,The weekly cycle analysis suggests that CVS is due to form an intermediate-term low. The low is due 4/11 - 5/23. Weekly momentum remains negative. The daily cycle analysis suggests that CVS has likely formed a short-term low. The low was due in the middle of May. The Slim Ribbon remains negative and the Reversal Scout is positive. The stock is testing a minor support zone. Targeting a move to the short-term 61.8 - 78.6% Fib retracements. If CVS closes below the daily cycle low support that would render the idea no longer valid. Trade idea video will be posted by 9:30 AM ET.,"CVS has now closed below the re-evaluation and we are inactivating the idea. As we discussed in our Discord channel, we will activate an idea if it gets into the favorable entry and only inactivate it if it gets through the re-evaluation or gets back above the top of the favorable entry. This is to ensure accountability and transparency for the trade idea. As we have been discussing for the past week - CVS has been making consecutive lower daily highs for 10 days in a row. So, while this got into the favorable entry, it never provided any evidence that the support was holding.",Re-evaluation Level Hit,2022-06-14T14:37:04Z
463,NEM,Inactive,2022-05-26T17:24:24.586Z,Short-Term (1-3 weeks),69.14,Long,None,67.68 - 66.16,72.35 - 75.03,< 65.07,The weekly cycle analysis suggests that NEM is due to form a key intermediate-term low. The key low is due 4/18 - 6/6. Weekly momentum is negative. The daily cycle analysis suggests that NEM has likely formed a key short-term low. The Slim Ribbon on the daily is close to neutralizing and is now positive on the 2-hour. There are short-term supports just below current levels. Targeting move to the 38.2 - 50% intermediate-term Fib retracements. If NEM closes below the 78.6% Fib retracement that would render the idea no longer valid. Please refer to the trade idea video walk through for a detailed look at the analysis.,NEM broke through the support zone and has closed below the re-eval. An intermediate-term low is still due to form. Gold is likely selling off into Silver's daily cycle timing. We will monitor to see if it can bottom in mid-June and reverse back to the upside.,Re-evaluation Level Hit,2022-06-10T13:21:16Z
462,CMCSA,Inactive,2022-05-23T19:09:19.374Z,Intermediate-Term (3-8 weeks),42.81,Short,None,42.89 - 43.95,40.25 - 39.47,> 45.0,The weekly cycle analysis suggests that CMCSA is in an intermediate-term corrective period. Weekly momentum is negative (this is the basis for the trade idea trade type). The next low is due 6/13 - 8/8. The daily cycle analysis suggests that CMCSA is in a short-term rising phase. The Slim Ribbon is now neutral. The stock is testing a short-term resistance zone. Targeting the 78.6% and prior daily cycle low. If it closes over the 61.8% Fib that would render the idea no longer valid.,CMCSA trades near the base of the favorable. The stock is now forming a daily basing cycle. This suggest the weekly analysis needs to be revised. We inactivated the idea.,Pending / Inactive,2022-06-02T15:20:53Z
461,TSM,Inactive,2022-05-20T13:57:52.968Z,Intermediate-Term (3-8 weeks),91.36,Short,None,94.7 - 97.57,85.36 - 78.72,> 100.45,The weekly cycle analysis suggests that TSM is in a corrective period. Weekly momentum is negative. The next key weekly low is due 6/20 - 8/8. The daily cycle analysis suggests that TSM is in a short-term rising phase. The Slim Ribbon is negative. Daily cycle structures remain negative. Favorable entry is the short-term 38.2 - 50% Fib retracement. If it closes over the 61.8% Fib retracement - that would render the idea no longer valid. Targeting a short-term Fib extension target zone on the downside. Please review today's trade idea video - we look at the important interplay between the SMH and TSM cycles.,We are inactivating TSM in the pre-market on 5/31. Given the short-term low that formed in the market - we are primarily focusing on longs vs short ideas right now. TSM may end up forming a base as the Slim Ribbon is turning up fairly late in the idealized daily cycle.,Pending / Inactive,2022-05-31T13:22:35Z
460,AMGN,Inactive,2022-05-19T14:30:35.857Z,Short-Term (1-3 weeks),244.12,Long,None,239.66 - 234.95,251.74 - 258.39,< 231.59,The weekly cycle analysis suggests that AMGN is due to form an intermediate-term low. The low is due 5/2 - 6/6. Weekly momentum is mildly negative. The daily cycle analysis suggests that AMGN is in a short-term rising phase. There are short-term supports below current levels. Targeting the short-term 78.6% fib and the prior weekly cycle high. If AMGN closes below the 78.6% Fib that would render the idea no longer valid.,AMGN got within 1% of the favorable entry and has now traded into the target zone. We will monitor for a pullback into mid-June and then watch for another long trade idea.,Target Zone Reached (Early / Missed Entry),2022-05-24T14:29:36Z
459,FCX,Inactive,2022-05-19T13:55:21.674Z,Short-Term (1-3 weeks),36.42,Short,None,37.28 - 38.47,34.24 - 31.72,> 39.65,The weekly cycle analysis suggests that FCX is late in a corrective period. Weekly momentum remains negative. The next key intermediate-term low is due 5/16 - 6/27. The daily cycle analysis suggests that FCX is in a short-term corrective period. The Slim Ribbon and Reversal Scout are negative. FCX is testing a minor resistance zone. Targeting a minor fib extension zone on the downside. If FCX closes over the minro 61.8% Fib that would render the idea no longer valid.The next short-term low is due 6/3 - 6/10.,"FCX is still trading below the favorable entry. We are seeing strength in the group including VALE, BHP, RIO. FCX is a laggard in the group. However the odds are increasing that the group has formed an intermediate-term low.",Pending / Inactive,2022-05-24T16:23:48Z
458,NCLH,Inactive,2022-05-18T16:20:23.109Z,Short-Term (1-3 weeks),15.98,Short,None,16.88 - 17.68,14.64 - 14.3,> 18.47,The weekly cycle analysis suggests that NCLH is in a corrective period. Weekly momentum is negative. The daily cycle analysis suggests that NCLH is in a short-term corrective period. The stock is forming a bear flag. Slim Ribbon and Reversal Scout are negative on the daily. The next key short-term low is due 6/3 - 6/10. Favorable is 38.2-50% Fib retracement zone. Re-eval is 61.8% Fib retrace. Targeting short-term 161.8% Fib extension and the recent swing low.,NCLH got close to the favorable and sold off sharply and is now trading in the target zone. The stock remains bearishly configured and rallies are likely to fail into early to mid June.,Target Zone Reached (Early / Missed Entry),2022-05-23T14:05:14Z
457,CAT,Inactive,2022-05-18T15:35:52.452Z,Short-Term (1-3 weeks),211.5,Short,None,218.6 - 223.15,201.91 - 199.3,> 229.64,The weekly cycle analysis suggests that CAT is in an intermediate-term corrective period. Weekly momentum is negative. The next key weekly low is due 6/6 - 7/11. The daily cycle analysis suggests that CAT is in a short-term rising phase. Slim Ribbon and Reversal Scout remain negative on the daily. The stock is testing a short-term resistance zone. Targeting the intermediate-term 61.8% Fib retracement and the prior daily cycle low. If CAT closes over the 78.6% Fib retracement that would render the idea no longer valid.,CAT is now trading in the target zone. The stock remains on our list for short-side as we are expecting further weakness into the daily mid-cycle low which is due in mid-June.,Target Zone Reached (Early / Missed Entry),2022-05-19T13:54:12Z
456,USD/CAD,Inactive,2022-05-17T13:25:02.302Z,Short-Term (1-3 weeks),1.2842,Long,None,1.2818 - 1.2739,1.2972 - 1.3018,< 1.2659,The weekly cycle analysis suggests that the USDCAD is in an intermediate-term rising phase. Weekly momentum is positive. The daily cycle analysis suggests that the USDCAD is in a mild S-T corrective period. There is a mid-cycle low due in the middle-to-end of May. Slim Ribbon remains positive. The favorable entry is the short-term 38.2 - 50% Fib retracement zone. If USDCAD closes below the 61.8% Fib retracement - that would render the idea no longer valid. Targeting the short-term 61.8 - 78.6% Fib retracement on the upside. Please refer to the trade idea video for a walk through of the analysis.,USD/CAD is still above favorable entry. However the lack of follow through off the mid-cycle low is suggesting that the minor weekly cycle is pushing down on the market. We  are inactivating the idea.,Pending / Inactive,2022-05-25T16:23:07Z
455,AAPL,Inactive,2022-05-12T15:10:48.554Z,Short-Term (1-3 weeks),145.41,Short,None,152.64 - 155.91,140.14 - 132.98,> 160.56,"The weekly cycle analysis suggests that AAPL has broken the key weekly low and is in a left hand translation. Weekly momentum is negative. The daily cycle analysis suggests that AAPL is in a short-term corrective period. Slim Ribbon and Reversal Scout are negative on the daily. The favorable entry is the short-term 50-61.8% fib retracement. If AAPL closes above the 78.6% retracement that would render the idea no longer valid. Targeting the base of a short-term Fib extension zone and the 127.2% Fib extension. Please see the trade idea video for a walk through of the analysis. (updated favorable entry, re-eval on 5/16 - note these are declining resistance levels).",AAPL remains below the favorable entry. We have revised the daily analysis based on a likely shift on the daily timeframe in the indices. Overall bias in AAPL remains negative - however we would look for a modest move to the upside to test the short-term resistances. We will look to establish a new short-side trade idea in AAPL in either late May or early June.,Pending / Inactive,2022-05-18T15:02:42Z
454,FSLR,Inactive,2022-05-10T13:51:50.240Z,Short-Term (1-3 weeks),69.44,Short,None,71.57 - 74.4,65.79 - 62.21,> 76.4,The weekly cycle analysis suggests that FSLR is in a declining phase. Weekly momentum is negative. The next key weekly low is due 6/13 - 7/18. The daily cycle analysis suggests that FSLR is in a short-term declining phase. Slim Ribbon and Reversal Scout are negative on daily. There are short-term resistances above current levels. Targeting the short-term Fib extension zone on the downside. If FSLR closes over the short-term 78.6% Fib that would render the idea no longer valid. Please refer to the Trade Idea video for a walk through of the analysis.,FSLR is now trading in the target zone. The stock remains in a short-term corrective period.,Target Zone Reached (Early / Missed Entry),2022-05-11T13:37:51Z
